      29,   0.046451,   0.883660,  -0.493499, 0,0,0,0
      44,   0.047549,   0.880486,  -0.495086, 0,0,0,0
      60,   0.045962,   0.882073,  -0.494110, 0,0,0,0
      76,   0.045962,   0.880120,  -0.492279, 0,0,0,0
      91,   0.044864,   0.879021,  -0.488006, 0,0,0,0
     107,   0.046206,   0.877312,  -0.490081, 0,0,0,0
     123,   0.048892,   0.875969,  -0.492157, 0,0,0,0
     138,   0.048648,   0.872307,  -0.487884, 0,0,0,0
     154,   0.049258,   0.872307,  -0.488860, 0,0,0,0
     170,   0.049747,   0.870353,  -0.486053, 0,0,0,0
     185,   0.050113,   0.869499,  -0.484221, 0,0,0,0
     201,   0.047671,   0.869499,  -0.482512, 0,0,0,0
     217,   0.049625,   0.867912,  -0.481292, 0,0,0,0
     232,   0.048404,   0.865104,  -0.480681, 0,0,0,0
     248,   0.044864,   0.866325,  -0.475188, 0,0,0,0
     264,   0.043154,   0.866447,  -0.476408, 0,0,0,0
     279,   0.044986,   0.868400,  -0.475554, 0,0,0,0
     295,   0.049991,   0.872185,  -0.473112, 0,0,0,0
     311,   0.051090,   0.872551,  -0.470305, 0,0,0,0
     326,   0.055729,   0.876213,  -0.466642, 0,0,0,0
     342,   0.056583,   0.878533,  -0.461393, 0,0,0,0
     358,   0.061710,   0.883172,  -0.456388, 0,0,0,0
     373,   0.085760,   0.889153,  -0.439175, 0,0,0,0
     389,   0.100043,   0.886712,  -0.417567, 0,0,0,0
     405,   0.107245,   0.869255,  -0.390344, 0,0,0,0
     421,   0.124214,   0.857901,  -0.381188, 0,0,0,0
     436,   0.122627,   0.871818,  -0.403894, 0,0,0,0
     452,   0.101996,   0.876824,  -0.408777, 0,0,0,0
     467,   0.057315,   0.878899,  -0.407923, 0,0,0,0
     483,   0.047916,   0.886712,  -0.408533, 0,0,0,0
     498,   0.035586,   0.880852,  -0.415003, 0,0,0,0
     514,   0.052432,   0.916743,  -0.415736, 0,0,0,0
     530,   0.016786,   0.911738,  -0.414637, 0,0,0,0
     546,   0.010316,   0.922725,  -0.402918, 0,0,0,0
     561,   0.024843,   0.937740,  -0.393274, 0,0,0,0
     577,   0.016664,   0.942135,  -0.378624, 0,0,0,0
     593,   0.021669,   0.949704,  -0.380089, 0,0,0,0
     609,  -0.011292,   0.948727,  -0.363120, 0,0,0,0
     624,  -0.015687,   0.959226,  -0.339926, 0,0,0,0
     640,   0.002136,   0.967771,  -0.316853, 0,0,0,0
     656,   0.024354,   0.945797,  -0.286578, 0,0,0,0
     671,   0.029970,   0.921870,  -0.269609, 0,0,0,0
     687,   0.029360,   0.916499,  -0.275957, 0,0,0,0
     702,   0.029604,   0.944332,  -0.262894, 0,0,0,0
     718,   0.038516,   0.946408,  -0.256546, 0,0,0,0
     734,   0.043032,   0.940914,  -0.232375, 0,0,0,0
     750,  -0.027651,   0.940426,  -0.193432, 0,0,0,0
     765,   0.061344,   0.937862,  -0.200391, 0,0,0,0
     781,   0.059635,   0.932247,  -0.185375, 0,0,0,0
     797,   0.066838,   0.908686,  -0.164256, 0,0,0,0
     813,   0.071599,   0.949826,  -0.110663, 0,0,0,0
     828,   0.114692,   0.971190,  -0.041323, 0,0,0,0
     844,   0.084905,   0.890740,  -0.063786, 0,0,0,0
     860,   0.071110,   0.917109,   0.014832, 0,0,0,0
     875,   0.090521,   0.944577,   0.030581, 0,0,0,0
     891,   0.181469,   0.948361,  -0.057071, 0,0,0,0
     907,   0.126778,   0.959714,   0.080632, 0,0,0,0
     922,   0.123482,   0.954831,   0.182689, 0,0,0,0
     938,   0.066471,   1.014527,   0.261918, 0,0,0,0
     954,   0.114082,   1.036379,   0.222121, 0,0,0,0
     969,   0.137765,   1.035036,   0.206617, 0,0,0,0
     985,   0.130196,   1.061161,   0.189404, 0,0,0,0
    1001,   0.116401,   1.053958,   0.268266, 0,0,0,0
    1017,   0.116889,   0.977538,   0.322957, 0,0,0,0
    1032,   0.075017,   0.925655,   0.376305, 0,0,0,0
    1048,   0.029238,   0.900262,   0.433803, 0,0,0,0
    1063,   0.095648,   0.857535,   0.442227, 0,0,0,0
    1079,   0.192700,   0.633645,   0.266679, 0,0,0,0
    1095,   0.166453,   0.925411,   0.438686, 0,0,0,0
    1111,   0.086126,   1.116096,   0.585668, 0,0,0,0
    1126,   0.042666,   1.069951,   0.667094, 0,0,0,0
    1142,   0.053775,   0.892327,   0.734481, 0,0,0,0
    1158,   0.092596,   0.886101,   0.633645, 0,0,0,0
    1173,   0.113227,   0.887200,   0.612891, 0,0,0,0
    1189,   0.074284,   0.849966,   0.629372, 0,0,0,0
    1205,   0.098456,   0.827992,   0.682964, 0,0,0,0
    1221,   0.043277,   0.865837,   0.615577, 0,0,0,0
    1236,   0.020570,   0.862418,   0.627907, 0,0,0,0
    1252,   0.015321,   0.800159,   0.578465, 0,0,0,0
    1267,  -0.034365,   0.806995,   0.621559, 0,0,0,0
    1283,   0.055851,   0.749496,   0.659159, 0,0,0,0
    1299,   0.015443,   0.657206,   0.681255, 0,0,0,0
    1315,   0.022645,   0.653055,   0.659891, 0,0,0,0
    1330,   0.006531,   0.636452,   0.701886, 0,0,0,0
    1346,   0.024843,   0.693219,   0.721296, 0,0,0,0
    1362,   0.044742,   0.737899,   0.756821, 0,0,0,0
    1377,   0.032167,   0.736434,   0.818348, 0,0,0,0
    1393,   0.043765,   0.689068,   0.820424, 0,0,0,0
    1409,   0.042544,   0.659159,   0.802112, 0,0,0,0
    1425,  -0.018006,   0.530245,   0.804431, 0,0,0,0
    1440,  -0.038027,   0.514985,   0.853995, 0,0,0,0
    1456,  -0.016175,   0.494964,   0.921504, 0,0,0,0
    1471,   0.051212,   0.428798,   0.895501, 0,0,0,0
    1487,   0.018129,   0.434414,   0.858146, 0,0,0,0
    1503,  -0.057682,   0.444912,   0.874382, 0,0,0,0
    1519,  -0.072819,   0.409510,   0.847159, 0,0,0,0
    1534,  -0.003479,   0.357383,   0.846915, 0,0,0,0
    1550,  -0.098822,   0.366661,   0.853507, 0,0,0,0
    1566,  -0.027040,   0.384972,   0.844595, 0,0,0,0
    1581,  -0.063053,   0.404016,   0.854117, 0,0,0,0
    1597,  -0.001770,   0.362388,   0.791125, 0,0,0,0
    1613,  -0.048404,   0.357139,   0.821034, 0,0,0,0
    1628,  -0.060490,   0.364829,   0.806263, 0,0,0,0
    1644,   0.013612,   0.315754,   0.827870, 0,0,0,0
    1660,  -0.039980,   0.186840,   0.944210, 0,0,0,0
    1676,  -0.017396,   0.237624,   1.000366, 0,0,0,0
    1691,   0.032167,   0.152536,   0.939694, 0,0,0,0
    1707,   0.010438,   0.234206,   1.020387, 0,0,0,0
    1723,  -0.043643,   0.178661,   0.954709, 0,0,0,0
    1738,  -0.040713,   0.353232,   1.107673, 0,0,0,0
    1754,   0.014832,   0.269365,   1.034670, 0,0,0,0
    1769,   0.010560,   0.382653,   1.037600, 0,0,0,0
    1785,   0.018495,   0.309040,   0.965574, 0,0,0,0
    1801,  -0.025575,   0.354575,   0.988769, 0,0,0,0
    1816,  -0.023622,   0.322835,   1.003906, 0,0,0,0
    1832,  -0.013978,   0.261674,   0.971434, 0,0,0,0
    1848,  -0.011170,   0.217115,   0.950436, 0,0,0,0
    1863,  -0.020204,   0.222609,   0.952878, 0,0,0,0
    1879,  -0.026430,   0.267900,   0.954465, 0,0,0,0
    1894,  -0.022279,   0.270463,   0.987182, 0,0,0,0
    1912,  -0.019838,   0.281084,   1.017335, 0,0,0,0
    1926,  -0.022157,   0.276567,   1.043216, 0,0,0,0
    1941,  -0.012269,   0.281572,   1.049564, 0,0,0,0
    1957,  -0.003968,   0.285235,   1.063602, 0,0,0,0
    1973,   0.007264,   0.251907,   1.059574, 0,0,0,0
    1988,   0.013612,   0.253006,   1.015992, 0,0,0,0
    2004,   0.003235,   0.260575,   0.983153, 0,0,0,0
    2019,   0.012513,   0.222487,   1.052127, 0,0,0,0
    2035,  -0.019349,   0.298541,   0.942501, 0,0,0,0
    2051,  -0.008973,   0.351523,   0.854117, 0,0,0,0
    2066,   0.000549,   0.388024,   0.819081, 0,0,0,0
    2082,  -0.025453,   0.443936,   0.768174, 0,0,0,0
    2098,  -0.038638,   0.463957,   0.778063, 0,0,0,0
    2113,  -0.019105,   0.456021,   0.819081, 0,0,0,0
    2129,  -0.010682,   0.444546,   0.916377, 0,0,0,0
    2144,  -0.061344,   0.403528,   0.992431, 0,0,0,0
    2160,  -0.092352,   0.473845,   1.039187, 0,0,0,0
    2176,  -0.133980,   0.597632,   1.043948, 0,0,0,0
    2191,  -0.173534,   0.650980,   0.949216, 0,0,0,0
    2207,  -0.053775,   0.666361,   0.807605, 0,0,0,0
    2223,   0.031679,   0.659403,   0.686993, 0,0,0,0
    2238,   0.021303,   0.685039,   0.599341, 0,0,0,0
    2254,   0.047305,   0.723250,   0.542819, 0,0,0,0
    2269,   0.013856,   0.827870,   0.570897, 0,0,0,0
    2285,  -0.026064,   0.793566,   0.578099, 0,0,0,0
    2301,  -0.079534,   0.827382,   0.594091, 0,0,0,0
    2316,  -0.081975,   0.850455,   0.501312, 0,0,0,0
    2332,  -0.015565,   0.900873,   0.382897, 0,0,0,0
    2347,   0.059391,   0.967771,   0.300006, 0,0,0,0
    2363,   0.006043,   0.927486,   0.226759, 0,0,0,0
    2379,  -0.058048,   0.904169,   0.253983, 0,0,0,0
    2395,  -0.011658,   0.875237,   0.287066, 0,0,0,0
    2410,   0.031435,   0.974242,   0.252640, 0,0,0,0
    2426,   0.031435,   1.076177,   0.238235, 0,0,0,0
    2441,   0.020570,   1.079717,   0.265092, 0,0,0,0
    2457,   0.017274,   1.068486,   0.251175, 0,0,0,0
    2473,  -0.025331,   1.004273,   0.170604, 0,0,0,0
    2488,  -0.007874,   1.064823,   0.085393, 0,0,0,0
    2504,   0.037783,   1.058719,   0.027895, 0,0,0,0
    2519,   0.106147,   1.016847,  -0.048892, 0,0,0,0
    2535,   0.087225,   0.996582,  -0.154611, 0,0,0,0
    2551,   0.115547,   1.006714,  -0.219191, 0,0,0,0
    2566,   0.111518,   1.000854,  -0.270952, 0,0,0,0
    2582,   0.074162,   0.974608,  -0.363120, 0,0,0,0
    2597,   0.033388,   0.898431,  -0.444668, 0,0,0,0
    2613,   0.023134,   0.878533,  -0.483977, 0,0,0,0
    2629,   0.069523,   0.823476,  -0.495331, 0,0,0,0
    2645,   0.080876,   0.815663,  -0.505463, 0,0,0,0
    2660,   0.073308,   0.863029,  -0.507416, 0,0,0,0
    2676,   0.088445,   0.920771,  -0.482512, 0,0,0,0
    2691,   0.084661,   0.864372,  -0.496307, 0,0,0,0
    2707,   0.039736,   0.719343,  -0.586767, 0,0,0,0
    2722,  -0.020692,   0.593237,  -0.723128, 0,0,0,0
    2738,  -0.008484,   0.580419,  -0.776109, 0,0,0,0
    2754,   0.065373,   0.609473,  -0.807117, 0,0,0,0
    2769,   0.109565,   0.632546,  -0.850455, 0,0,0,0
    2785,   0.105658,   0.575292,  -0.875847, 0,0,0,0
    2801,   0.045230,   0.440640,  -0.897577, 0,0,0,0
    2816,   0.003357,   0.325398,  -0.892816, 0,0,0,0
    2832,   0.022157,   0.207715,  -0.888909, 0,0,0,0
    2847,   0.036929,   0.135934,  -0.942257, 0,0,0,0
    2863,   0.027773,   0.066593,  -1.010621, 0,0,0,0
    2879,   0.030947,   0.055606,  -1.040652, 0,0,0,0
    2894,   0.064884,   0.042178,  -1.041140, 0,0,0,0
    2912,   0.059391,  -0.026674,  -1.008057, 0,0,0,0
    2926,   0.077092,   0.045840,  -0.966062, 0,0,0,0
    2941,   0.067448,  -0.024599,  -0.990356, 0,0,0,0
    2957,   0.046573,   0.036562,  -0.985107, 0,0,0,0
    2973,   0.013490,   0.049380,  -0.989745, 0,0,0,0
    2988,   0.029604,   0.012269,  -0.974730, 0,0,0,0
    3004,   0.063908,  -0.035342,  -0.955442, 0,0,0,0
    3020,   0.118599,  -0.016053,  -0.984496, 0,0,0,0
    3035,   0.052066,  -0.026186,  -1.005738, 0,0,0,0
    3051,   0.024965,  -0.044619,  -0.951657, 0,0,0,0
    3067,   0.004700,  -0.079656,  -0.959348, 0,0,0,0
    3082,   0.042544,  -0.171458,  -1.000122, 0,0,0,0
    3098,   0.039492,  -0.236770,  -0.971312, 0,0,0,0
    3113,   0.025087,  -0.297076,  -0.959714, 0,0,0,0
    3129,  -0.010071,  -0.361045,  -0.950681, 0,0,0,0
    3145,  -0.036684,  -0.393029,  -0.960203, 0,0,0,0
    3160,   0.018006,  -0.369835,  -0.956907, 0,0,0,0
    3176,   0.035830,  -0.406702,  -0.964964, 0,0,0,0
    3191,  -0.002869,  -0.396081,  -0.940548, 0,0,0,0
    3207,  -0.002991,  -0.435268,  -0.884026, 0,0,0,0
    3222,   0.015931,  -0.468962,  -0.897943, 0,0,0,0
    3238,  -0.006043,  -0.459073,  -0.897943, 0,0,0,0
    3254,   0.011292,  -0.503754,  -0.800647, 0,0,0,0
    3269,  -0.041568,  -0.504120,  -0.728255, 0,0,0,0
    3285,  -0.042666,  -0.515473,  -0.744980, 0,0,0,0
    3301,  -0.024477,  -0.514741,  -0.843985, 0,0,0,0
    3316,  -0.024110,  -0.525972,  -0.901727, 0,0,0,0
    3332,  -0.071599,  -0.514253,  -0.900018, 0,0,0,0
    3348,  -0.101508,  -0.502411,  -0.849966, 0,0,0,0
    3363,  -0.085638,  -0.534395,  -0.821889, 0,0,0,0
    3379,  -0.138863,  -0.553806,  -0.813587, 0,0,0,0
    3395,  -0.155588,  -0.642068,  -0.836294, 0,0,0,0
    3410,  -0.137765,  -0.672221,  -0.854972, 0,0,0,0
    3426,  -0.116279,  -0.689190,  -0.838857, 0,0,0,0
    3441,  -0.082586,  -0.669780,  -0.802722, 0,0,0,0
    3457,  -0.088079,  -0.702741,  -0.776598, 0,0,0,0
    3473,  -0.138131,  -0.735457,  -0.724470, 0,0,0,0
    3488,  -0.087225,  -0.760239,  -0.673076, 0,0,0,0
    3504,  -0.116157,  -0.820790,  -0.644510, 0,0,0,0
    3520,  -0.076360,  -0.847159,  -0.546115, 0,0,0,0
    3535,  -0.091986,  -0.866691,  -0.516328, 0,0,0,0
    3551,  -0.088812,  -0.862296,  -0.520967, 0,0,0,0
    3567,  -0.049869,  -0.846304,  -0.508637, 0,0,0,0
    3582,  -0.039980,  -0.811146,  -0.460294, 0,0,0,0
    3598,  -0.048526,  -0.793200,  -0.450284, 0,0,0,0
    3613,  -0.070866,  -0.765611,  -0.497162, 0,0,0,0
    3629,  -0.110663,  -0.737533,  -0.480925, 0,0,0,0
    3645,  -0.090521,  -0.732406,  -0.528169, 0,0,0,0
    3660,  -0.097967,  -0.686626,  -0.554538, 0,0,0,0
    3676,  -0.086492,  -0.672710,  -0.588232, 0,0,0,0
    3691,  -0.082341,  -0.661356,  -0.566868, 0,0,0,0
    3707,  -0.080632,  -0.682232,  -0.571019, 0,0,0,0
    3723,  -0.112983,  -0.741073,  -0.631569, 0,0,0,0
    3738,  -0.130440,  -0.785876,  -0.640725, 0,0,0,0
    3754,  -0.142892,  -0.798205,  -0.666239, 0,0,0,0
    3769,  -0.123237,  -0.770128,  -0.678325, 0,0,0,0
    3785,  -0.111274,  -0.720930,  -0.715315, 0,0,0,0
    3801,  -0.154367,  -0.749130,  -0.724959, 0,0,0,0
    3816,  -0.152292,  -0.731673,  -0.740585, 0,0,0,0
    3832,  -0.107978,  -0.729109,  -0.761948, 0,0,0,0
    3848,  -0.106147,  -0.702741,  -0.819813, 0,0,0,0
    3863,  -0.082464,  -0.634865,  -0.853751, 0,0,0,0
    3879,  -0.013734,  -0.588842,  -0.857657, 0,0,0,0
    3894,  -0.017274,  -0.503876,  -0.880974, 0,0,0,0
    3911,  -0.053897,  -0.463590,  -0.912104, 0,0,0,0
    3926,  -0.037539,  -0.442715,  -0.912959, 0,0,0,0
    3941,  -0.022523,  -0.422206,  -0.948605, 0,0,0,0
    3957,  -0.044742,  -0.387048,  -0.976073, 0,0,0,0
    3973,  -0.004456,  -0.281328,  -0.996826, 0,0,0,0
    3988,   0.011781,  -0.162791,  -0.961057, 0,0,0,0
    4004,  -0.026918,  -0.086736,  -0.937984, 0,0,0,0
    4019,  -0.050479,  -0.027773,  -0.934078, 0,0,0,0
    4035,  -0.034853,   0.004700,  -0.945920, 0,0,0,0
    4051,  -0.011536,   0.013734,  -1.024782, 0,0,0,0
    4066,   0.029848,   0.000671,  -1.068364, 0,0,0,0
    4082,   0.036684,   0.006409,  -1.050296, 0,0,0,0
    4098,  -0.002258,   0.107489,  -1.026491, 0,0,0,0
    4113,  -0.036440,   0.181347,  -0.927120, 0,0,0,0
    4129,  -0.046695,   0.163523,  -0.857047, 0,0,0,0
    4145,  -0.052066,   0.177806,  -0.841421, 0,0,0,0
    4160,  -0.042544,   0.296344,  -0.902460, 0,0,0,0
    4176,  -0.053897,   0.476408,  -0.898309, 0,0,0,0
    4192,  -0.050601,   0.581029,  -0.808094, 0,0,0,0
    4207,  -0.056217,   0.605323,  -0.642190, 0,0,0,0
    4223,  -0.026430,   0.593237,  -0.511201, 0,0,0,0
    4238,  -0.058048,   0.674663,  -0.467008, 0,0,0,0
    4254,  -0.151315,   0.823354,  -0.460783, 0,0,0,0
    4270,  -0.228346,   1.026491,  -0.434658, 0,0,0,0
    4285,  -0.135689,   0.968382,  -0.485442, 0,0,0,0
    4301,  -0.032534,   0.987792,  -0.516694, 0,0,0,0
    4316,  -0.023622,   0.979979,  -0.479094, 0,0,0,0
    4332,  -0.072819,   0.944088,  -0.425136, 0,0,0,0
    4348,  -0.149728,   0.996460,  -0.365562, 0,0,0,0
    4363,  -0.092230,   0.977538,  -0.427699, 0,0,0,0
    4379,  -0.013734,   0.973631,  -0.423671, 0,0,0,0
    4395,   0.060367,   0.987182,  -0.321980, 0,0,0,0
    4410,   0.108344,   0.987548,  -0.205274, 0,0,0,0
    4426,   0.180614,   0.931392,  -0.155832, 0,0,0,0
    4441,   0.193554,   0.939571,  -0.195874, 0,0,0,0
    4457,   0.214185,   0.955442,  -0.220533, 0,0,0,0
    4473,   0.268876,   1.038332,  -0.212721, 0,0,0,0
    4488,   0.278765,   1.020631,  -0.166331, 0,0,0,0
    4504,   0.266923,   0.976683,  -0.142770, 0,0,0,0
    4520,   0.310139,   0.949094,  -0.138009, 0,0,0,0
    4535,   0.349692,   0.902460,  -0.143136, 0,0,0,0
    4551,   0.349081,   0.976805,  -0.127632, 0,0,0,0
    4567,   0.379845,   1.002442,  -0.075993, 0,0,0,0
    4582,   0.448941,   0.932003,  -0.013978, 0,0,0,0
    4598,   0.432705,   0.884514,  -0.048404, 0,0,0,0
    4613,   0.467619,   0.873894,  -0.105170, 0,0,0,0
    4629,   0.492523,   0.859000,  -0.114326, 0,0,0,0
    4645,   0.535616,   0.780382,  -0.102850, 0,0,0,0
    4660,   0.606299,   0.716780,  -0.110908, 0,0,0,0
    4676,   0.574315,   0.775377,  -0.079534, 0,0,0,0
    4692,   0.573216,   0.814686,  -0.004456, 0,0,0,0
    4707,   0.676982,   0.812855,  -0.016053, 0,0,0,0
    4723,   0.736800,   0.791247,  -0.010682, 0,0,0,0
    4739,   0.721174,   0.725447,  -0.021913, 0,0,0,0
    4754,   0.712263,   0.659769,  -0.048404, 0,0,0,0
    4770,   0.748154,   0.591162,  -0.089666, 0,0,0,0
    4785,   0.793689,   0.589453,  -0.079045, 0,0,0,0
    4801,   0.836660,   0.631203,  -0.064762, 0,0,0,0
    4817,   0.865470,   0.637795,  -0.108710, 0,0,0,0
    4832,   0.877678,   0.607764,  -0.087713, 0,0,0,0
    4848,   0.864249,   0.560398,  -0.076604, 0,0,0,0
    4863,   0.868400,   0.514985,  -0.068180, 0,0,0,0
    4879,   0.885613,   0.514008,  -0.062199, 0,0,0,0
    4895,   0.894281,   0.488372,  -0.117012, 0,0,0,0
    4912,   0.875847,   0.460905,  -0.115669, 0,0,0,0
    4926,   0.825185,   0.430629,  -0.133736, 0,0,0,0
    4941,   0.793933,   0.432705,  -0.132027, 0,0,0,0
    4957,   0.812855,   0.463224,  -0.125069, 0,0,0,0
