      35,   0.115425,   0.384850,  -0.910029
      50,   0.114692,   0.384362,  -0.908686
      66,   0.113471,   0.383141,  -0.907587
      82,   0.114326,   0.383996,  -0.906000
      97,   0.114326,   0.385216,  -0.905146
     113,   0.114692,   0.385827,  -0.905756
     128,   0.114082,   0.387292,  -0.908442
     144,   0.115547,   0.384850,  -0.905024
     159,   0.118354,   0.384850,  -0.907221
     175,   0.117134,   0.384606,  -0.906000
     190,   0.118477,   0.385827,  -0.906122
     206,   0.119087,   0.386925,  -0.907465
     222,   0.122017,   0.388390,  -0.910273
     238,   0.122383,   0.386071,  -0.910273
     254,   0.122871,   0.381188,  -0.913813
     270,   0.124214,   0.381676,  -0.912836
     285,   0.122993,   0.381920,  -0.913203
     300,   0.121528,   0.383507,  -0.910517
     316,   0.121528,   0.383874,  -0.908564
     331,   0.123970,   0.385338,  -0.907099
     346,   0.123360,   0.386193,  -0.907343
     362,   0.127144,   0.388879,  -0.903559
     378,   0.130928,   0.386925,  -0.903314
     393,   0.133614,   0.380211,  -0.901605
     409,   0.133004,   0.387902,  -0.895746
     425,   0.131661,   0.384972,  -0.898798
     440,   0.139596,   0.384850,  -0.901483
     456,   0.143502,   0.390466,  -0.899286
     472,   0.139230,   0.395471,  -0.900385
     488,   0.135567,   0.397546,  -0.899774
     504,   0.132271,   0.402796,  -0.896112
     520,   0.145700,   0.397546,  -0.891107
     535,   0.144723,   0.399133,  -0.885003
     551,   0.151438,   0.405115,  -0.880730
     566,   0.149850,   0.415858,  -0.881707
     582,   0.151193,   0.415248,  -0.890130
     598,   0.156565,   0.398645,  -0.893792
     613,   0.119575,   0.397058,  -0.887566
     629,   0.016541,   0.449795,  -0.900140
     644,   0.062077,   0.462003,  -0.893182
     660,   0.138497,   0.335409,  -0.991943
     675,   0.169871,   0.334310,  -0.982909
     690,   0.161082,   0.383385,  -0.903925
     706,   0.154611,   0.382409,  -0.852774
     721,   0.177196,   0.375328,  -0.862052
     737,   0.183910,   0.384240,  -0.869987
     752,   0.147897,   0.392419,  -0.876946
     767,   0.121650,   0.426967,  -0.884637
     783,   0.128121,   0.419032,  -0.898065
     799,   0.139108,   0.422206,  -0.892449
     815,   0.138741,   0.408167,  -0.915644
     830,   0.147409,   0.393640,  -0.915522
     845,   0.133126,   0.393396,  -0.901727
     861,   0.131050,   0.389123,  -0.895624
     876,   0.140206,   0.378624,  -0.889275
     891,   0.140450,   0.372276,  -0.890252
     907,   0.135201,   0.380211,  -0.900507
     923,   0.140817,   0.389367,  -0.908686
     939,   0.143625,   0.389855,  -0.902826
     954,   0.125679,   0.384728,  -0.896112
     970,   0.119453,   0.375572,  -0.919307
     985,   0.113471,   0.361777,  -0.910517
    1001,   0.108954,   0.360557,  -0.893060
    1016,   0.100531,   0.358848,  -0.895624
    1032,   0.101508,   0.360190,  -0.910395
    1048,   0.109443,   0.368614,  -0.924556
    1064,   0.111152,   0.378258,  -0.918940
    1080,   0.103339,   0.382775,  -0.901972
    1095,   0.108100,   0.378014,  -0.911738
    1110,   0.105292,   0.374107,  -0.916255
    1126,   0.087347,   0.371788,  -0.911249
    1141,   0.087469,   0.354697,  -0.923457
    1157,   0.090521,   0.373863,  -0.926021
    1172,   0.077092,   0.385094,  -0.913081
    1188,   0.081243,   0.387658,  -0.906977
    1204,   0.084905,   0.399377,  -0.906488
    1219,   0.080632,   0.397058,  -0.903925
    1235,   0.069401,   0.405481,  -0.913325
    1250,   0.073796,   0.402918,  -0.929927
    1265,   0.084905,   0.396325,  -0.927730
    1281,   0.077947,   0.395105,  -0.911372
    1297,   0.071232,   0.388390,  -0.911005
    1312,   0.080266,   0.383874,  -0.916743
    1327,   0.085271,   0.374352,  -0.915400
    1342,   0.087957,   0.375572,  -0.908564
    1358,   0.083562,   0.375328,  -0.904657
    1373,   0.091497,   0.367149,  -0.912836
    1389,   0.084661,   0.370689,  -0.918208
    1405,   0.091375,   0.381066,  -0.921626
    1420,   0.088445,   0.385827,  -0.922481
    1436,   0.088567,   0.392785,  -0.920161
    1452,   0.086858,   0.383141,  -0.911127
    1467,   0.070622,   0.362022,  -0.906855
    1483,   0.072575,   0.352988,  -0.917475
    1498,   0.075749,   0.366416,  -0.920649
    1514,   0.075993,   0.365928,  -0.928218
    1530,   0.079656,   0.358848,  -0.929683
    1546,   0.076360,   0.354209,  -0.915522
    1561,   0.082219,   0.344076,  -0.923946
    1577,   0.080999,   0.341879,  -0.934322
    1592,   0.071355,   0.342855,  -0.935299
    1607,   0.064640,   0.335653,  -0.939449
    1623,   0.067692,   0.330403,  -0.940182
    1639,   0.063908,   0.317219,  -0.938473
    1654,   0.065983,   0.305011,  -0.946286
    1669,   0.067570,   0.300006,  -0.933346
    1685,   0.068669,   0.302204,  -0.933834
    1701,   0.061832,   0.299884,  -0.943600
    1717,   0.050357,   0.293170,  -0.939449
    1732,   0.055362,   0.284746,  -0.942868
    1748,   0.044986,   0.285113,  -0.935421
    1763,   0.050479,   0.270463,  -0.940670
    1779,   0.050967,   0.279985,  -0.938961
    1794,   0.050723,   0.275957,  -0.940914
    1810,   0.057193,   0.287554,  -0.949338
    1825,   0.061588,   0.291094,  -0.949948
    1840,   0.055118,   0.292681,  -0.957883
    1856,   0.054874,   0.287432,  -0.956418
    1871,   0.051700,   0.278154,  -0.951901
    1887,   0.042910,   0.274858,  -0.951047
    1903,   0.056461,   0.275102,  -0.948849
    1919,   0.052310,   0.273515,  -0.945309
    1934,   0.055240,   0.274614,  -0.949094
    1949,   0.056827,   0.274492,  -0.959226
    1965,   0.059635,   0.283404,  -0.953733
    1980,   0.050967,   0.283037,  -0.948849
    1996,   0.048526,   0.275835,  -0.950558
    2012,   0.045718,   0.276811,  -0.955564
    2028,   0.046939,   0.277300,  -0.953733
    2044,   0.049380,   0.278520,  -0.951779
    2059,   0.052677,   0.281084,  -0.945187
    2075,   0.054142,   0.279863,  -0.954221
    2090,   0.053165,   0.275346,  -0.951047
    2106,   0.052677,   0.269243,  -0.956296
    2121,   0.054264,   0.265092,  -0.951535
    2137,   0.050235,   0.264115,  -0.948849
    2152,   0.046573,   0.275224,  -0.956174
    2168,   0.051456,   0.276079,  -0.953000
    2184,   0.052677,   0.274492,  -0.950558
    2199,   0.056705,   0.270341,  -0.949460
    2215,   0.055484,   0.267045,  -0.949460
    2230,   0.046939,   0.270463,  -0.951901
    2246,   0.045230,   0.275224,  -0.963255
    2261,   0.046695,   0.285601,  -0.964842
    2276,   0.053531,   0.287310,  -0.954099
    2292,   0.051944,   0.277910,  -0.949460
    2307,   0.058780,   0.272050,  -0.956052
    2323,   0.056583,   0.268144,  -0.954465
    2338,   0.050967,   0.260209,  -0.953855
    2354,   0.052921,   0.252518,  -0.957395
    2370,   0.054630,   0.258500,  -0.958127
    2385,   0.051578,   0.255570,  -0.952634
    2400,   0.048404,   0.253128,  -0.950070
    2416,   0.049258,   0.252396,  -0.953855
    2431,   0.047061,   0.244949,  -0.954099
    2447,   0.046573,   0.251175,  -0.955930
    2463,   0.044375,   0.255692,  -0.955442
    2478,   0.047549,   0.264237,  -0.962766
    2494,   0.051456,   0.263261,  -0.966795
    2509,   0.048160,   0.262528,  -0.956052
    2525,   0.051700,   0.261185,  -0.958860
    2541,   0.057071,   0.267655,  -0.958616
    2557,   0.058658,   0.266313,  -0.949216
    2572,   0.060856,   0.257401,  -0.947140
    2588,   0.057438,   0.244094,  -0.947384
    2603,   0.063786,   0.231154,  -0.951047
    2619,   0.056461,   0.239334,  -0.958127
    2634,   0.052188,   0.248855,  -0.963255
    2650,   0.057682,   0.254227,  -0.961668
    2666,   0.046695,   0.254227,  -0.958738
    2682,   0.045108,   0.270952,  -0.961790
    2698,   0.047061,   0.278398,  -0.958860
    2713,   0.045474,   0.284380,  -0.958616
    2729,   0.047916,   0.274614,  -0.959592
    2744,   0.042788,   0.266313,  -0.961301
    2759,   0.038149,   0.266679,  -0.957151
    2775,   0.043643,   0.259965,  -0.952756
    2791,   0.049136,   0.254593,  -0.954953
    2807,   0.052554,   0.248245,  -0.956418
    2822,   0.046939,   0.251663,  -0.954099
    2838,   0.048648,   0.255814,  -0.960325
    2853,   0.058414,   0.261063,  -0.964964
    2868,   0.054386,   0.261552,  -0.958249
    2883,   0.054508,   0.260819,  -0.952756
    2899,   0.053409,   0.254471,  -0.953977
    2914,   0.058536,   0.254715,  -0.956662
    2929,   0.058780,   0.257279,  -0.958005
    2945,   0.054386,   0.262650,  -0.956662
    2960,   0.054386,   0.261674,  -0.956052
    2976,   0.054996,   0.257035,  -0.958738
    2991,   0.053287,   0.251053,  -0.962156
    3007,   0.049625,   0.251175,  -0.964597
    3023,   0.046206,   0.253128,  -0.957883
    3038,   0.048770,   0.248367,  -0.952512
    3053,   0.047793,   0.246414,  -0.955808
    3069,   0.050601,   0.254227,  -0.963621
    3085,   0.057071,   0.257279,  -0.966429
    3100,   0.051700,   0.254105,  -0.960691
    3116,   0.049869,   0.252640,  -0.957151
    3132,   0.050113,   0.248245,  -0.957395
    3148,   0.050479,   0.250687,  -0.960813
    3164,   0.053287,   0.253006,  -0.959958
    3180,   0.057804,   0.254715,  -0.956784
    3196,   0.060367,   0.253617,  -0.956296
    3211,   0.058048,   0.245804,  -0.957395
    3226,   0.055973,   0.247757,  -0.961179
    3242,   0.055118,   0.253495,  -0.959958
    3257,   0.051334,   0.259720,  -0.953855
    3272,   0.051212,   0.251053,  -0.956540
    3288,   0.055606,   0.252640,  -0.963621
    3304,   0.053165,   0.256913,  -0.966429
    3320,   0.057560,   0.253983,  -0.962278
    3335,   0.053531,   0.252762,  -0.956907
    3350,   0.046939,   0.245682,  -0.957151
    3366,   0.049258,   0.250076,  -0.955320
    3382,   0.059757,   0.254227,  -0.956784
    3398,   0.057193,   0.251663,  -0.963987
    3414,   0.052921,   0.253250,  -0.963133
    3429,   0.050601,   0.254715,  -0.958494
    3444,   0.046939,   0.252640,  -0.961423
    3459,   0.046817,   0.253006,  -0.959470
    3475,   0.048770,   0.260697,  -0.964842
    3491,   0.050601,   0.265702,  -0.961668
    3506,   0.054019,   0.253861,  -0.958860
    3522,   0.051700,   0.248855,  -0.953855
    3538,   0.053287,   0.242019,  -0.952634
    3553,   0.062931,   0.229201,  -0.947384
    3569,   0.059513,   0.238601,  -0.961790
    3584,   0.062321,   0.237869,  -0.961423
    3600,   0.069401,   0.254715,  -0.963255
    3615,   0.066105,   0.250565,  -0.964231
    3631,   0.065006,   0.250687,  -0.955686
    3646,   0.058658,   0.256058,  -0.957273
    3661,   0.056705,   0.255570,  -0.960691
    3677,   0.054264,   0.257035,  -0.964475
    3692,   0.052799,   0.255082,  -0.960447
    3708,   0.051700,   0.253006,  -0.959958
    3723,   0.051700,   0.247635,  -0.960935
    3739,   0.057804,   0.251663,  -0.964475
    3754,   0.054996,   0.252884,  -0.960081
    3770,   0.046451,   0.246292,  -0.954343
    3785,   0.047916,   0.239334,  -0.956540
    3801,   0.053287,   0.239089,  -0.955075
    3816,   0.054508,   0.236037,  -0.955686
    3832,   0.061222,   0.245193,  -0.958127
    3848,   0.063542,   0.253617,  -0.959714
    3864,   0.065251,   0.255448,  -0.964231
    3879,   0.064518,   0.251419,  -0.965940
    3894,   0.058170,   0.249222,  -0.963865
    3909,   0.058292,   0.250320,  -0.958005
    3924,   0.060490,   0.245193,  -0.961546
    3940,   0.056095,   0.247269,  -0.958860
    3955,   0.056339,   0.249710,  -0.959592
    3971,   0.053165,   0.247269,  -0.959836
    3986,   0.057804,   0.250198,  -0.961057
    4001,   0.059513,   0.249344,  -0.962034
    4017,   0.061710,   0.251053,  -0.956907
    4032,   0.058048,   0.246902,  -0.951657
    4048,   0.057438,   0.244094,  -0.956296
    4063,   0.055362,   0.244461,  -0.960569
    4078,   0.058048,   0.244339,  -0.960569
    4094,   0.057071,   0.244339,  -0.959348
    4110,   0.054630,   0.245804,  -0.956784
    4126,   0.055118,   0.248733,  -0.959592
    4141,   0.057926,   0.248489,  -0.961912
    4157,   0.057682,   0.252640,  -0.962766
    4172,   0.058536,   0.250443,  -0.958738
    4188,   0.066960,   0.250320,  -0.961912
    4203,   0.066960,   0.247269,  -0.963255
    4219,   0.062443,   0.251785,  -0.961301
    4235,   0.057682,   0.252030,  -0.964231
    4250,   0.056827,   0.248245,  -0.959470
    4265,   0.056583,   0.247146,  -0.954709
    4281,   0.057560,   0.245437,  -0.960569
    4297,   0.061344,   0.243606,  -0.962156
    4313,   0.063053,   0.243240,  -0.958738
    4327,   0.050967,   0.242385,  -0.960569
    4343,   0.053043,   0.246414,  -0.960325
    4358,   0.059025,   0.245804,  -0.964353
    4374,   0.058048,   0.249710,  -0.960813
    4389,   0.062077,   0.241897,  -0.957883
    4404,   0.057560,   0.246902,  -0.963133
    4420,   0.054752,   0.253617,  -0.964353
    4436,   0.052066,   0.256058,  -0.960691
    4452,   0.058414,   0.251541,  -0.955442
    4468,   0.062443,   0.244949,  -0.956052
    4483,   0.070134,   0.242263,  -0.961790
    4499,   0.063053,   0.248001,  -0.959714
    4514,   0.060978,   0.252640,  -0.960935
    4529,   0.056827,   0.255204,  -0.962278
    4545,   0.060123,   0.253861,  -0.967527
    4560,   0.059269,   0.253495,  -0.965208
    4575,   0.059513,   0.248123,  -0.956418
    4591,   0.055973,   0.244705,  -0.952146
    4607,   0.058048,   0.239944,  -0.956907
    4622,   0.059025,   0.240676,  -0.960569
    4638,   0.059879,   0.246170,  -0.963865
    4653,   0.054996,   0.256546,  -0.964964
    4669,   0.062687,   0.258744,  -0.957761
    4684,   0.060734,   0.249710,  -0.954465
    4699,   0.059269,   0.238113,  -0.953855
    4716,   0.059147,   0.237136,  -0.956907
    4731,   0.062443,   0.241042,  -0.962766
    4747,   0.066105,   0.256302,  -0.965818
    4762,   0.060612,   0.261552,  -0.959836
    4778,   0.045962,   0.264115,  -0.960569
    4793,   0.042544,   0.268754,  -0.962644
    4809,   0.052066,   0.272050,  -0.965696
    4824,   0.052677,   0.261918,  -0.965940
    4839,   0.049014,   0.251541,  -0.959348
    4855,   0.050967,   0.239211,  -0.959958
    4870,   0.064152,   0.230422,  -0.960935
    4886,   0.075627,   0.233352,  -0.965696
    4901,   0.077825,   0.232985,  -0.967771
    4916,   0.074406,   0.230178,  -0.961423
    4932,   0.072209,   0.228713,  -0.955075
    4948,   0.068669,   0.220656,  -0.950436
    4963,   0.064640,   0.214674,  -0.953000
    4979,   0.059147,   0.214796,  -0.949826
    4994,   0.061954,   0.218580,  -0.952756
    5010,   0.061222,   0.237991,  -0.961790
    5026,   0.063786,   0.242874,  -0.966429
    5041,   0.062443,   0.260575,  -0.966307
    5057,   0.058292,   0.256302,  -0.963743
    5073,   0.058780,   0.247391,  -0.962278
    5089,   0.059757,   0.248367,  -0.960935
    5105,   0.062199,   0.248978,  -0.962522
    5120,   0.063175,   0.249954,  -0.964231
    5135,   0.064396,   0.253006,  -0.966673
    5151,   0.068058,   0.254837,  -0.963255
    5167,   0.060856,   0.252152,  -0.962278
    5182,   0.059147,   0.248489,  -0.956174
    5198,   0.063053,   0.245437,  -0.956784
    5214,   0.057193,   0.240798,  -0.954587
    5230,   0.060612,   0.240066,  -0.958738
    5245,   0.061222,   0.249588,  -0.962034
    5261,   0.060490,   0.251297,  -0.962888
    5277,   0.061954,   0.250809,  -0.966062
    5293,   0.058536,   0.250565,  -0.961912
    5309,   0.058658,   0.250565,  -0.964475
    5324,   0.056949,   0.247024,  -0.964964
    5340,   0.059879,   0.244461,  -0.965818
    5356,   0.066349,   0.248245,  -0.959592
    5372,   0.061954,   0.244949,  -0.954099
    5387,   0.059147,   0.244094,  -0.960203
    5403,   0.057804,   0.242263,  -0.965696
    5418,   0.060856,   0.243362,  -0.970091
    5434,   0.062077,   0.244461,  -0.961668
    5449,   0.060734,   0.232741,  -0.949338
    5464,   0.054264,   0.226149,  -0.949216
    5480,   0.046329,   0.227370,  -0.953244
    5495,   0.049869,   0.234450,  -0.966062
    5510,   0.055484,   0.249710,  -0.968260
    5526,   0.062321,   0.255326,  -0.964964
    5542,   0.066227,   0.257035,  -0.960935
    5558,   0.063053,   0.244705,  -0.959592
    5574,   0.065251,   0.242752,  -0.958005
    5589,   0.061100,   0.242263,  -0.958005
    5605,   0.060856,   0.240432,  -0.970213
    5620,   0.057926,   0.243728,  -0.960325
    5636,   0.056583,   0.245071,  -0.957029
    5651,   0.054996,   0.242996,  -0.955808
    5666,   0.057193,   0.243606,  -0.957883
    5682,   0.060856,   0.243362,  -0.964109
    5698,   0.060245,   0.243606,  -0.962888
    5714,   0.061222,   0.239700,  -0.962888
    5730,   0.063908,   0.240798,  -0.960447
    5745,   0.062931,   0.243240,  -0.958738
    5761,   0.059269,   0.243118,  -0.963499
    5776,   0.056827,   0.243362,  -0.964475
    5792,   0.056095,   0.242630,  -0.962888
    5808,   0.057438,   0.236892,  -0.960569
    5823,   0.055118,   0.242630,  -0.959714
    5839,   0.062321,   0.242630,  -0.956540
    5854,   0.063664,   0.242752,  -0.962766
    5870,   0.059025,   0.246170,  -0.963377
